name,language,type,most_streamed_game,average_stream_duration,followers_gained_per_stream,avg_viewers_per_stream,avg_games_per_stream,total_time_streamed,total_followers,total_views,total_games_streamed,active_days_per_week,most_active_day,day_with_most_followers_gained
poinemaia,Turkish,personality,Knight Online,4.8,75.0,241.0,1.2,3.831,62000,199000,11,5.8,Tuesday,Sunday
cs2_maincast,Ukrainian,personality,Counter-Strike,8.8,372.0,407.0,1.0,3.944,186000,203000,3,4.0,Saturday,Sunday
vatira_,French,personality,Rocket League,1.8,767.0,238.0,1.2,242.0,91400,28500,8,0.9,Tuesday,Friday
yoshinama222,Japanese,personality,Street Fighter 6,3.4,259.0,1.488,1.1,2.115,193000,1100000,54,2.9,Friday,Sunday
kaysan,English,personality,Grand Theft Auto V,5.8,597.0,724.0,1.8,2.221,217000,264000,39,2.1,Wednesday,Thursday
buxexa_y,Portuguese,personality,Virtual Casino,18.7,41.0,0.0,1.6,112.0,1500,0,2,1.6,Tuesday,Saturday
papesan,French,personality,Just Chatting,4.0,671.0,1.149,1.1,2.437,433000,741000,17,2.7,Wednesday,Sunday
paivinha29,Portuguese,personality,FIFA 22,5.6,223.0,1.254,1.1,6.622,285000,1600000,13,5.6,Friday,Sunday
cinna,English,personality,Just Chatting,2.9,214.0,603.0,1.8,2.7,163000,460000,178,2.9,Sunday,Tuesday
alphasniper97,Spanish,personality,Call of Duty: Warzone,2.5,553.0,3.862,1.1,2.153,589000,3850000,71,5.2,Saturday,Sunday
guanweiboy,Chinese,personality,League of Legends,5.2,96.0,9.655,1.5,6.407,132000,13300000,89,3.6,Tuesday,Monday
qusazytu,Russian,personality,Casino,6.0,0.0,0.0,1.0,6.0,0,0,1,0.2,Thursday,Monday
buxexa_l,Portuguese,personality,Virtual Casino,12.9,11.0,0.0,1.5,26.0,1300,0,2,0.7,Monday,Tuesday
alphacast,French,esports,Overwatch,5.4,367.0,25.016,1.6,9.101,623000,40900000,356,4.3,Friday,Sunday
elwycco,Russian,personality,Just Chatting,5.3,418.0,21.509,2.6,3.007,242000,12000000,239,1.9,Thursday,Sunday
silvervale,English,personality,Just Chatting,4.9,751.0,7.055,1.8,3.496,484000,4550000,214,2.2,Friday,Wednesday
ilame,Russian,personality,Path of Exile,8.9,151.0,20.014,1.9,22.635,408000,53800000,367,6.5,Thursday,Thursday
impulsesv,English,personality,Minecraft,2.8,446.0,2.947,1.0,2.387,362000,2360000,42,3.4,Friday,Sunday
france_tv_slash,French,personality,Just Chatting,2.7,710.0,16.542,1.1,254.0,65500,1520000,11,0.3,Monday,Friday
burkeblack,English,personality,Just Chatting,9.4,105.0,13.541,1.9,21.547,325000,35200000,1193,5.8,Saturday,Monday
kspksp,Chinese,personality,Just Chatting,6.3,109.0,5.038,1.7,8.9,156000,7160000,285,5.7,Sunday,Sunday
qudegam,Russian,personality,Casino,4.1,7.0,0.0,1.0,8.0,7,0,1,2.0,Tuesday,Tuesday
qttsix,Chinese,personality,FINAL FANTASY XIV ONLINE,8.6,78.0,15.157,1.5,20.019,214000,39000000,233,6.0,Thursday,Sunday
santutu,Spanish,personality,Just Chatting,2.1,853.0,1.56,1.4,2.123,766000,1400000,38,3.5,Thursday,Thursday
stintik,Russian,personality,Just Chatting,3.7,330.0,3.182,1.7,4.977,545000,5240000,290,3.5,Tuesday,Tuesday
tonton,French,personality,World of Warcraft,5.7,172.0,13.572,1.6,15.024,477000,37200000,536,6.7,Thursday,Monday
llunaclark,Spanish,personality,Just Chatting,4.7,446.0,3.196,1.3,4.204,420000,3010000,65,3.3,Tuesday,Saturday
rezreel,English,personality,ROBLOX,3.7,1.367,434.0,1.5,2.969,1110000,351000,23,4.4,Friday,Wednesday
frg_ix,Russian,personality,Casino,4.9,1.0,0.0,1.0,10.0,1300,0,1,1.1,Tuesday,Wednesday
dep_ow,Japanese,personality,PUBG: BATTLEGROUNDS,4.4,386.0,3.487,1.1,1.211,111000,1000000,14,0.9,Sunday,Sunday
hudson_jk,Portuguese,personality,Virtual Casino,8.6,382.0,0.0,1.0,17.0,1300,0,1,0.7,Tuesday,Tuesday
grubby,English,personality,Warcraft III,7.1,160.0,15.279,1.5,27.9,628000,72000000,132,6.6,Monday,Sunday
oslo,French,personality,Fortnite,5.0,163.0,2.917,1.4,5.649,224000,4019999,104,3.2,Wednesday,Sunday
unicornio,Spanish,personality,Just Chatting,3.1,867.0,10.442,1.9,5.022,1200000,14500000,360,5.1,Wednesday,Monday
cr_rion,Japanese,personality,VALORANT,4.0,179.0,3.077,1.1,4.214,232000,3980000,43,2.9,Wednesday,Sunday
asiagodtonegg3be0,Chinese,personality,League of Legends,7.0,225.0,76.883,1.5,6.35,565000,209000000,83,2.3,Sunday,Sunday
uzra,Chinese,personality,Hearthstone,10.2,68.0,33.673,1.7,25.104,240000,105000000,327,6.3,Saturday,Sunday
ybicanoooobov,Russian,personality,Dota 2,5.8,230.0,34.737,1.0,14.575,670000,87700000,2,6.4,Wednesday,Saturday
ta1yo_tv,Japanese,personality,Overwatch,4.5,224.0,3.772,1.3,5.214,286000,4820000,56,3.1,Tuesday,Tuesday
shxtou,English,personality,Just Chatting,4.1,1.516,1.611,1.6,3.941,1270000,1350000,369,4.2,Saturday,Wednesday
towelliee,English,personality,World of Warcraft,10.0,156.0,27.657,1.2,25.611,967000,174000000,180,6.5,Thursday,Friday
kenki521,Japanese,personality,Just Chatting,5.8,238.0,65.0,1.4,4.306,255000,95100,168,2.1,Wednesday,Monday
gtasty,German,personality,Grand Theft Auto V,5.3,122.0,3.001,1.6,6.239,132000,3370000,54,4.6,Sunday,Sunday
vgbootcamp,English,esports,Super Smash Bros. Ultimate,5.8,195.0,24.689,1.3,13.459,650000,95200000,73,5.2,Wednesday,Sunday
skipnho,Portuguese,personality,PUBG: BATTLEGROUNDS,7.2,611.0,36.647,1.6,16.823,1290000,77900000,202,6.0,Tuesday,Sunday
morgpie,English,personality,Fitness & Health,4.7,964.0,219.0,1.5,1.93,343000,78500,94,2.2,Thursday,Saturday
dmf_kyochan,Japanese,personality,Apex Legends,11.2,176.0,13.609,1.4,16.528,300000,23100000,206,5.4,Friday,Sunday
cyr,English,personality,Grand Theft Auto V,6.1,332.0,10.443,1.8,12.039,629000,19800000,384,5.1,Tuesday,Tuesday
stankrat,English,personality,Escape from Tarkov,7.4,299.0,7.0,1.1,5.759,216000,6100,24,2.2,Monday,Sunday
5opka,Russian,personality,Just Chatting,4.7,766.0,2.09,2.0,3.721,628000,1740000,109,2.0,Tuesday,Saturday
haiset,Czech,personality,Just Chatting,5.5,119.0,2.426,2.3,5.73,131000,2670000,270,6.1,Monday,Saturday
mithrain,Turkish,personality,PUBG: BATTLEGROUNDS,5.4,819.0,47.56,1.7,11.158,1720000,99000000,171,5.3,Friday,Saturday
huahed,Thai,personality,PUBG: BATTLEGROUNDS,6.9,141.0,3.661,1.5,7.001,172000,4510000,65,2.7,Thursday,Tuesday
ikoma_dogura,Japanese,personality,Street Fighter 6,7.4,177.0,0.0,1.8,4.019,115000,0,33,5.5,Tuesday,Sunday
gothamchess,English,personality,Chess,4.0,847.0,35.202,1.0,4.503,1060000,44100000,13,3.5,Tuesday,Monday
franciscoow,Japanese,personality,VALORANT,7.1,213.0,832.0,1.3,5.271,190000,742000,56,2.3,Thursday,Monday
luxurygirl_c,Russian,personality,Casino,7.2,-1.277,0.0,1.0,14.0,0,0,1,1.4,Friday,Friday
potatozytb,French,personality,Just Chatting,3.0,640.0,3.666,1.5,1.015,216000,1240000,86,1.0,Tuesday,Sunday
girlsluxury,Russian,personality,Casino,6.5,3.0,0.0,1.0,13.0,10400,0,1,1.8,Monday,Monday
agustabell212,Spanish,personality,Rust,6.2,160.0,5.368,1.3,10.59,241000,8050000,70,4.4,Saturday,Friday
fibii,German,personality,VALORANT,4.7,830.0,3.594,2.3,4.591,800000,3460000,139,3.8,Tuesday,Sunday
sinder,English,personality,Just Chatting,4.2,570.0,57.0,1.7,2.302,232000,27300,119,3.6,Saturday,Saturday
luxurygirl_g,Russian,personality,Casino,5.9,1.279,0.0,1.0,6.0,1300,0,1,0.8,Saturday,Saturday
nobruxyx,Portuguese,personality,Slots,7.7,19.0,0.0,2.0,15.0,1300,0,2,0.6,Thursday,Thursday
frttt,Portuguese,personality,VALORANT,9.7,452.0,8.281,1.8,12.403,595000,10900000,154,5.1,Tuesday,Sunday
buxexa_p,Portuguese,personality,Virtual Casino,17.7,56.0,0.0,1.3,142.0,1600,0,2,1.6,Tuesday,Tuesday
rush,English,personality,League of Legends,5.5,507.0,22.081,1.0,3.819,613000,25000000,8,1.8,Tuesday,Sunday
worldofwarships,Spanish,esports,World of Warships,3.2,177.0,13.862,1.0,4.664,311000,24300000,3,4.3,Thursday,Thursday
letshugotv,German,personality,Minecraft,5.5,452.0,1.786,1.9,9.967,884000,3500000,138,4.7,Sunday,Sunday
demon1,English,personality,VALORANT,2.9,1.75,70.0,1.1,760.0,390000,15600,14,0.8,Sunday,Monday
nadia,English,personality,Call of Duty: Warzone,5.7,1.192,410.0,1.2,5.203,1180000,404000,22,5.2,Monday,Sunday
bepofani,Russian,personality,Casino,11.8,4.0,0.0,1.0,12.0,4,0,1,1.0,Wednesday,Wednesday
universoreality_br,Portuguese,personality,Just Chatting,8.8,449.0,0.0,2.3,545.0,24800,0,51,0.9,Tuesday,Wednesday
alpharad,English,personality,Pokemon Pinball,4.2,1.603,2.585,1.2,1.676,541000,1030000,94,1.0,Friday,Saturday
doktorfroid,German,personality,Just Chatting,4.3,96.0,7.716,1.4,6.344,252000,14600000,321,3.8,Monday,Saturday
bobbypoffgaming,English,personality,Call of Duty: Warzone,10.8,215.0,3.774,1.2,19.573,422000,7400000,46,5.7,Thursday,Sunday
dannyaarons,English,personality,FIFA 22,3.5,1.168,2.238,1.2,2.455,889000,1700000,34,2.3,Friday,Friday
orkpod,Russian,personality,World of Warcraft,4.5,112.0,9.303,1.4,9.759,254000,20100000,635,4.8,Wednesday,Friday
dafran,English,personality,Overwatch,6.3,564.0,21.401,1.2,9.452,895000,34000000,132,3.9,Thursday,Sunday
dishsoap,English,personality,Teamfight Tactics,5.9,220.0,10.0,1.0,3.22,99100,4400,11,1.8,Saturday,Monday
zanoxvii,Italian,personality,FIFA 19,4.7,1.238,20.409,2.3,8.591,1820000,30100000,243,4.8,Thursday,Friday
rob2628,English,personality,Diablo III,8.6,193.0,4.509,1.0,7.534,151000,3520000,12,2.6,Sunday,Tuesday
luxurygirl_y,Russian,personality,Casino,3.3,185.0,0.0,1.0,7.0,1300,0,1,1.6,Saturday,Saturday
thejrm_,English,personality,Dead by Daylight,5.3,386.0,3.227,1.0,5.811,413000,3450000,28,4.4,Monday,Monday
esportsu,English,personality,Special Events,8.9,13.0,56.0,1.5,4.263,6500,27700,12,2.5,Tuesday,Sunday
solaryhs,French,esports,Hearthstone,22.0,146.0,42.375,1.4,42.099,204000,57100000,99,7.0,Tuesday,Tuesday
vyleja,Russian,personality,Casino,5.4,1.0,0.0,1.0,5.0,1,0,1,0.2,Tuesday,Tuesday
cabramaravilla,Spanish,personality,League of Legends,3.3,140.0,4.255,1.0,1.13,52400,1590000,14,1.2,Sunday,Sunday
raxxanterax,English,personality,Diablo III,7.3,124.0,4.584,1.1,14.096,244000,9030000,53,5.6,Thursday,Friday
mym_alkapone,Spanish,personality,Just Chatting,6.4,393.0,20.131,2.0,12.65,1150000,61500000,551,5.0,Wednesday,Friday
tioorochitwitch,Portuguese,personality,Just Chatting,2.9,5.6,17.285,1.3,1.031,1530000,4720000,50,1.1,Thursday,Monday
irissiri129,Cantonese,personality,League of Legends,6.5,329.0,1.357,1.8,5.958,280000,1160000,28,5.4,Tuesday,Sunday
mipooshka,Russian,personality,Dota 2,5.0,4.718,24.485,1.2,80.0,66900,343000,2,0.1,Tuesday,Friday
grimmmz,English,personality,Escape from Tarkov,9.4,358.0,22.934,1.8,25.405,1060000,64099999,544,6.8,Thursday,Sunday
ligue1ubereats,French,esports,FIFA 23,3.6,472.0,17.395,1.1,673.0,90900,3310000,10,1.1,Wednesday,Sunday
mynthos,French,personality,The Binding of Isaac: Repentance,5.7,113.0,4.261,1.8,11.967,278000,10400000,1066,5.9,Sunday,Saturday
lexveldhuis,English,personality,Poker,7.8,293.0,42.585,1.3,9.439,322000,46700000,52,3.0,Sunday,Sunday
buxexa_a,Portuguese,personality,Slots,13.0,9.0,0.0,1.5,26.0,1300,0,2,0.7,Monday,Tuesday
danyetraz,French,personality,Just Chatting,4.1,74.0,2.965,1.0,3.579,63000,2530000,30,2.6,Sunday,Saturday
gorilon,Spanish,personality,Fortnite,2.6,366.0,3.348,1.1,2.003,269000,2460000,13,2.5,Sunday,Saturday
evojapan03,Japanese,personality,Super Smash Bros. Ultimate,10.2,3.727,27.18,3.0,71.0,27500,215000,13,0.0,Saturday,Saturday
faiar,Romanian,personality,Just Chatting,4.5,300.0,4.293,1.1,2.306,141000,2009999,22,2.8,Tuesday,Thursday
rainbow6br,Portuguese,esports,Tom Clancy's Rainbow Six Siege,4.9,557.0,43.627,1.0,5.813,619000,48400000,3,3.1,Monday,Sunday
deansocool,English,personality,Grand Theft Auto V,6.9,178.0,4.95,1.4,13.04,337000,9350000,146,4.9,Tuesday,Monday
robinsongz,English,personality,Teamfight Tactics,6.1,129.0,2.177,1.1,6.866,137000,2310000,45,4.3,Thursday,Saturday
bigbossboze,English,personality,Just Chatting,2.6,860.0,3.362,1.1,1.12,331000,1530000,40,1.1,Tuesday,Tuesday
jd_onlymusic,Chinese,personality,Just Chatting,4.8,77.0,1.127,1.0,2.224,47300,690000,10,3.1,Wednesday,Sunday
knebeltv,German,personality,Star Citizen,5.1,34.0,580.0,1.0,5.429,35500,615000,31,3.3,Friday,Monday
phunkroyal,German,personality,Just Chatting,7.6,134.0,16.322,3.2,12.747,279000,32400000,354,4.3,Saturday,Tuesday
tanzverbot,German,personality,Just Chatting,4.5,1.396,16.406,1.3,2.736,772000,8990000,49,1.9,Wednesday,Saturday
sam1268,Chinese,personality,League of Legends,4.8,333.0,43.121,1.2,2.708,192000,24800000,42,1.5,Monday,Sunday
move_mind,Portuguese,personality,Grand Theft Auto V,5.6,261.0,10.482,2.9,6.763,272000,10900000,157,3.4,Thursday,Sunday
skillz0r1337,Russian,personality,Just Chatting,4.3,216.0,3.425,2.1,5.642,301000,4770000,132,3.8,Sunday,Friday
imod,Arabic,personality,Grand Theft Auto V,3.3,169.0,916.0,1.7,3.204,160000,871000,49,4.2,Thursday,Sunday
lxrsgirls,Russian,personality,Casino,6.9,0.0,0.0,1.0,14.0,10500,0,1,1.1,Tuesday,Monday
rickyedit,Spanish,personality,Just Chatting,5.1,955.0,14.34,2.1,5.57,1050000,15800000,183,3.3,Tuesday,Saturday
putezice,Russian,personality,Casino,17.7,424.0,0.0,1.0,53.0,848,0,1,1.9,Thursday,Friday
fakturka,English,personality,Albion Online,7.3,71.0,632.0,1.3,11.137,112000,996000,63,4.9,Saturday,Sunday
esb_dota2,Spanish,personality,Dota 2,8.9,118.0,203.0,1.0,4.466,78200,135000,4,2.3,Sunday,Monday
pizfn,Italian,personality,Fortnite,7.1,283.0,10.323,1.5,13.203,752000,27500000,66,6.1,Monday,Sunday
clemovitch,French,personality,Just Chatting,3.5,691.0,2.533,1.2,440.0,89100,316000,15,1.0,Friday,Thursday
aydan,English,personality,Call of Duty: Warzone,7.3,1.682,34.197,1.8,13.949,3100000,63000000,119,5.4,Tuesday,Sunday
scurrows,German,personality,Grand Theft Auto V,4.7,174.0,4.331,1.5,5.008,216000,5370000,56,2.8,Saturday,Sunday
tinakitten,English,personality,Minecraft,4.1,3.744,25.754,1.9,2.288,1880000,12900000,105,1.7,Wednesday,Tuesday
datto,English,personality,Destiny 2,5.0,474.0,15.99,1.5,8.494,755000,20500000,136,4.4,Wednesday,Saturday
tpabomah,Russian,personality,Dota 2,5.5,359.0,17.325,1.0,8.289,563000,27100000,23,5.2,Sunday,Friday
burgaofps,Portuguese,personality,Escape from Tarkov,11.4,262.0,6.438,1.4,13.165,286000,6950000,107,3.3,Thursday,Sunday
premiertwo,English,personality,Just Chatting,6.4,230.0,392.0,1.9,4.884,176000,300000,225,4.0,Thursday,Sunday
sutanmi,Japanese,personality,League of Legends,5.9,200.0,13.241,1.2,10.248,355000,23500000,153,4.5,Sunday,Monday
limealicious,English,personality,Just Chatting,4.3,83.0,2.263,1.4,9.768,183000,5260000,474,5.8,Saturday,Saturday
baikincl,Spanish,personality,Just Chatting,2.6,1.019,0.0,2.1,200.0,85600,0,6,1.8,Tuesday,Friday
creamtherabbit,English,personality,ROBLOX,2.2,2.131,27.0,1.4,1.148,1010000,13000,32,4.0,Tuesday,Thursday
akaonikou1207,Chinese,personality,Just Chatting,4.1,727.0,3.998,1.4,2.291,420000,2310000,86,1.6,Thursday,Sunday
buckefps,English,personality,Fortnite,5.0,764.0,8.341,1.2,5.792,837000,9130000,38,3.4,Thursday,Sunday
goncho,Spanish,personality,Just Chatting,5.0,810.0,25.235,1.8,8.657,1340000,41900000,148,4.5,Monday,Thursday
ennaouii,Chinese,personality,Dead by Daylight,6.6,202.0,794.0,1.7,4.155,128000,505000,60,4.2,Saturday,Monday
zarbex,German,personality,Just Chatting,5.3,133.0,210.0,1.8,6.076,150000,236000,112,4.3,Tuesday,Monday
teegrizzley,English,personality,Grand Theft Auto V,4.7,1.289,6.305,1.4,3.896,1090000,5350000,30,3.8,Wednesday,Friday
domenicowaccoo,Turkish,personality,Knight Online,4.0,209.0,15.55,1.2,2.916,123000,9180000,10,2.3,Saturday,Friday
deadlyslob,English,personality,Escape from Tarkov,6.8,162.0,9.237,1.5,15.1,415000,22700000,264,5.7,Wednesday,Tuesday
johnqtcs,English,personality,VALORANT,3.9,262.0,893.0,1.1,2.962,191000,652000,27,2.6,Sunday,Tuesday
mrpokke,English,personality,Honkai: Star Rail,6.5,222.0,0.0,1.6,1.727,61600,2,30,3.5,Sunday,Saturday
tteuw,Portuguese,personality,VALORANT,5.3,677.0,9.941,1.4,4.441,505000,7410000,20,3.9,Wednesday,Sunday
atrioc,English,personality,Just Chatting,3.8,288.0,4.031,1.7,4.236,337000,4700000,219,2.9,Wednesday,Sunday
abed_dota,English,personality,Dota 2,4.0,2.834,7.685,1.0,80.0,54000,147000,1,0.1,Saturday,Tuesday
roxasorg13th,Spanish,personality,FIFA 23,4.1,143.0,558.0,1.2,5.36,186000,724000,51,5.2,Wednesday,Friday
juice,Russian,personality,Just Chatting,7.2,45.0,8.714,1.7,17.25,124000,21800000,992,6.0,Saturday,Tuesday
justcooman,Russian,personality,Dota 2,5.0,237.0,15.281,1.0,7.831,385000,24800000,8,4.4,Wednesday,Monday
bbreadman,English,personality,Call of Duty: Warzone,6.3,141.0,1.621,1.1,8.506,185000,2140000,57,4.3,Tuesday,Saturday
banduracartel,Polish,personality,Just Chatting,5.1,1.073,2.988,2.5,2.562,498000,1390000,114,3.6,Monday,Sunday
maghla,French,personality,Just Chatting,4.1,636.0,17.806,2.0,5.782,920000,25800000,473,3.7,Friday,Sunday
machete_vilches,Spanish,personality,Slots,3.8,95.0,329.0,1.3,4.614,128000,441000,70,3.6,Friday,Wednesday
dekkster,English,personality,Hearthstone,3.8,93.0,1.137,1.1,6.053,133000,1630000,62,4.4,Wednesday,Wednesday
dunduk,Russian,personality,Escape from Tarkov,6.9,88.0,12.625,1.4,10.887,141000,20100000,144,4.8,Friday,Tuesday
zeling,Spanish,personality,League of Legends,4.5,245.0,11.013,1.9,9.635,562000,25000000,243,5.5,Tuesday,Wednesday
r_k7den,Japanese,personality,Grand Theft Auto V,6.5,86.0,5.0,1.0,2.069,30900,1800,19,1.9,Saturday,Tuesday
gostreamstv1158,English,personality,Variety,2.3,113.0,0.0,1.0,7.0,226,0,1,0.5,Monday,Tuesday
restiafps,Chinese,personality,Apex Legends,6.8,175.0,9.455,1.3,8.18,249000,13400000,104,3.4,Saturday,Sunday
low031,English,personality,Virtual Casino,1.5,702.0,27.0,1.0,37.0,21100,847,9,0.1,Sunday,Tuesday
sick_nerd,English,personality,RuneScape,7.3,98.0,7.66,1.2,12.331,204000,14800000,122,4.3,Saturday,Monday
sharkmacedo,Portuguese,personality,FIFA 21,4.3,112.0,309.0,1.0,5.089,131000,361000,10,5.7,Friday,Saturday
nihmune,English,personality,Just Chatting,3.4,832.0,1.129,1.5,1.593,325000,441000,105,2.8,Saturday,Tuesday
sirmaza,Spanish,personality,VALORANT,5.8,292.0,4.31,1.1,7.109,379000,5590000,26,5.5,Wednesday,Saturday
simply,English,personality,Super Mario 64,4.4,174.0,4.778,1.6,7.224,309000,8590000,133,4.2,Wednesday,Tuesday
lilaggy,English,personality,Sekiro: Shadows Die Twice,5.1,116.0,709.0,1.3,9.28,191000,1170000,182,5.4,Wednesday,Tuesday
amakipururu,Japanese,personality,Street Fighter 6,4.1,226.0,334.0,1.4,2.812,165000,244000,105,5.1,Friday,Sunday
tarzaned,English,personality,League of Legends,5.3,411.0,16.747,1.1,8.834,603000,24400000,51,4.2,Wednesday,Friday
therunningmanz,English,personality,DayZ,7.3,179.0,5.818,1.1,12.806,349000,10800000,28,4.5,Tuesday,Monday
sequisha,English,personality,Escape from Tarkov,9.7,163.0,12.186,1.7,24.371,398000,28900000,312,6.4,Tuesday,Sunday
mister_m_do_tigrinho,Portuguese,personality,Virtual Casino,23.0,6.0,0.0,1.0,2.484,5500,0,1,6.9,Thursday,Wednesday
qtcinderella,English,personality,Just Chatting,4.5,726.0,15.13,1.5,5.954,1020000,21200000,172,4.4,Sunday,Sunday
playhard,Portuguese,personality,Grand Theft Auto V,3.5,1.817,24.18,2.0,2.93,1130000,14900000,54,2.2,Wednesday,Friday
jeffhoogland,English,personality,Magic: The Gathering,6.3,45.0,5.003,1.4,13.588,118000,12200000,168,5.5,Tuesday,Monday
dekarldent,German,personality,Just Chatting,4.1,48.0,4.308,1.2,7.554,91500,8119999,53,5.6,Wednesday,Monday
lazvell,Japanese,personality,VALORANT,4.1,403.0,6.118,1.1,2.876,339000,5150000,51,1.8,Tuesday,Tuesday
kettuncyukyuhei,Japanese,personality,Grand Theft Auto V,6.2,62.0,107.0,1.8,4.674,51100,88800,201,4.5,Saturday,Saturday
subroza,English,personality,VALORANT,5.9,905.0,22.3,1.2,6.728,1010000,24800000,46,2.9,Monday,Monday
torontotokyo17,Russian,personality,Dota 2,5.3,1.915,14.706,1.2,605.0,239000,1830000,18,0.8,Sunday,Monday
agustin51,Spanish,personality,Fortnite,4.5,1.743,4.591,1.3,2.7,1100000,2850000,29,5.1,Monday,Sunday
curry,English,personality,VALORANT,5.0,436.0,830.0,1.1,4.483,427000,813000,39,2.6,Wednesday,Wednesday
9pasha,Russian,personality,Dota 2,5.9,297.0,3.753,1.2,934.0,64000,987000,4,0.6,Friday,Sunday
icuvabi,Russian,personality,Casino,13.6,876.0,0.0,1.0,27.0,877,0,1,0.6,Saturday,Sunday
flight23white,English,personality,NBA 2K19,3.0,3.432,20.081,2.4,2.232,2210000,12900000,50,2.6,Monday,Saturday
formula1,English,esports,F1 2019,2.5,2.635,42.554,1.0,396.0,523000,8460000,10,0.5,Wednesday,Sunday
aunkere,Russian,personality,Counter-Strike,3.6,318.0,10.389,1.2,5.265,520000,17000000,21,4.1,Saturday,Monday
moonryde,Italian,personality,Call of Duty: Warzone,6.6,193.0,6.672,1.5,15.154,666000,23000000,161,5.9,Wednesday,Wednesday
s201111,Cantonese,personality,Just Chatting,4.7,338.0,1.534,1.9,3.426,249000,1130000,122,4.1,Thursday,Sunday
agurin,English,personality,League of Legends,7.0,151.0,6.542,1.1,14.934,398000,17200000,54,6.1,Monday,Tuesday
ibabyrainbow,English,personality,Just Chatting,6.1,761.0,15.385,1.7,6.726,720000,14600000,21,5.5,Monday,Monday
xari,French,personality,Just Chatting,4.6,253.0,13.036,1.6,7.697,408000,20500000,266,4.3,Sunday,Sunday
carpentieri,Portuguese,personality,FIFA 23,6.3,226.0,208.0,1.2,4.188,156000,144000,9,3.3,Saturday,Sunday
akyuliych,Russian,personality,Just Chatting,2.3,1.283,7.134,1.3,1.64,939000,5220000,52,2.4,Tuesday,Wednesday
kkatamina,English,personality,Just Chatting,4.9,925.0,22.455,2.7,3.666,615000,14900000,256,3.5,Tuesday,Tuesday
krapycoco,Chinese,personality,VALORANT,7.4,82.0,2.265,1.5,7.21,81000,2230000,43,2.8,Wednesday,Saturday
fobm4ster,English,personality,Genshin Impact,5.9,96.0,3.043,1.8,8.74,150000,4740000,249,4.2,Friday,Tuesday
terracid,French,personality,Minecraft,3.5,725.0,10.002,1.7,3.999,925000,12600000,512,2.9,Sunday,Thursday
solary,French,esports,League of Legends,20.0,468.0,129.534,3.1,41.951,697000,191000000,382,6.1,Sunday,Sunday
ade3_3,Japanese,personality,VALORANT,4.7,109.0,805.0,1.0,3.63,94200,700000,29,2.4,Thursday,Saturday
forg1,Spanish,personality,Counter-Strike,5.2,149.0,3.388,1.3,6.526,208000,4730000,19,3.9,Thursday,Monday
mother3rd,Japanese,personality,VALORANT,7.6,295.0,2.749,1.3,7.612,352000,3280000,74,6.1,Wednesday,Monday
xqn_thesad,English,personality,Hearthstone,6.4,72.0,1.384,1.0,4.691,70400,1350000,1,4.9,Wednesday,Sunday
laplusdarknesss_hololive,Japanese,personality,VALORANT,3.4,2.029,1.893,1.1,450.0,331000,308000,16,1.1,Tuesday,Sunday
carolinekwan,English,personality,Just Chatting,5.2,249.0,0.0,1.4,2.451,124000,2,55,5.2,Thursday,Monday
elyihi,Spanish,personality,Sports,3.2,72.0,1.275,1.0,2.888,70700,1250000,14,5.6,Sunday,Saturday
fer,Portuguese,personality,Counter-Strike,4.2,1.285,33.84,1.3,2.353,704000,18300000,21,1.4,Thursday,Sunday
lukisteve,Polish,personality,Just Chatting,4.6,765.0,12.198,2.9,2.658,314000,5000000,182,2.7,Tuesday,Sunday
silizvlive,Portuguese,personality,Virtual Casino,18.1,31.0,31.0,1.0,7.408,15200,15200,5,2.4,Tuesday,Friday
dashy,English,personality,VALORANT,5.3,381.0,8.769,1.2,5.904,394000,9080000,34,3.0,Friday,Friday
fanfan,English,personality,Just Chatting,7.3,390.0,3.596,1.8,5.695,262000,2410000,134,4.1,Tuesday,Wednesday
omybexul,Russian,personality,Casino,5.5,4.0,0.0,1.0,6.0,5,0,1,0.6,Wednesday,Wednesday
vegetta777,Spanish,personality,Counter-Strike,3.5,8.847,0.0,1.5,345.0,2470000,0,30,3.4,Tuesday,Sunday
terablade,Russian,personality,Hearthstone,6.0,58.0,807.0,1.1,7.04,69500,971000,49,3.5,Saturday,Friday
hugodelire,French,personality,Just Chatting,3.4,359.0,3.686,2.0,2.001,241000,2370000,330,1.5,Saturday,Saturday
sypherpk,English,personality,Fortnite,6.6,2.586,41.334,1.3,15.84,6940000,112000000,68,6.1,Tuesday,Sunday
orslok,Spanish,personality,Just Chatting,3.5,1.779,30.98,2.2,1.982,821000,14300000,178,1.7,Wednesday,Sunday
ricoy,Spanish,personality,Rust,4.9,374.0,14.417,1.3,7.242,476000,18400000,66,3.8,Friday,Thursday
benjyfishy,English,personality,Fortnite,3.5,4.23,86.632,1.1,3.332,4030000,82500000,23,3.0,Wednesday,Saturday
psp1g,English,personality,Counter-Strike,6.4,96.0,371.0,2.7,6.991,103000,398000,371,4.0,Sunday,Saturday
rocky_,French,personality,FIFA 23,3.6,340.0,4.527,1.1,5.35,475000,6330000,38,3.9,Sunday,Sunday
vozipu,Russian,personality,Casino,5.2,0.0,0.0,1.0,10.0,0,0,1,2.0,Tuesday,Tuesday
bawkbasoup,English,personality,Resident Evil 3: Nemesis,7.3,76.0,4.783,2.4,17.502,182000,11000000,646,6.1,Thursday,Thursday
